project_id,product_name,source_candidate,priority,required_close_read_output,blocked_claim_type
native-emt,Emergency Triage Simulator,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-cicc,ICC Complementarity Case Room,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-cicc,ICC Complementarity Case Room,The Routledge Handbook of European Security Law and Policy Elena Conde et al,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-cicc,ICC Complementarity Case Room,the routledge handbook of european security law and policy 9781138609990 9780429465918 compress,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-cicc,ICC Complementarity Case Room,"No Place for Russia European Security Institutions Since 1989 Hill, William H",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-respite,Recovery Respite Facility Operations,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-uscri,Refugee Resettlement Resource Allocation,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-peace,Track II Diplomacy and Peacebuilding,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-peace,Track II Diplomacy and Peacebuilding,"No Place for Russia European Security Institutions Since 1989 Hill, William H",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-peace,Track II Diplomacy and Peacebuilding,The Routledge Handbook of European Security Law and Policy Elena Conde et al,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-peace,Track II Diplomacy and Peacebuilding,the routledge handbook of european security law and policy 9781138609990 9780429465918 compress,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-pharm,Vaccine Distribution Planner,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-habitat,Volunteer Build-Day Coordination,Covert Action in the Cold War US Policy Intelligence and CIA Operations (International Library of Twentieth Century History Volume 21) ( PDFDrive ),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
native-war-theory,War Theory and Strategic Culture,"America's Strategic Blunders Intelligence Analysis and National Security Policy, 1936-1991 Willard C. Matthias",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
