project_id,product_name,prior_missing_role,candidate_source,source_assignment_status,why_it_matters,proof_component_to_strengthen,required_output,claim_risk_if_missing
native-pharm,Vaccine Distribution Planner,adversarial model,"Literacy as Involvement: The Acts of Writers, Readers, and Texts",route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Counterintelligence analytic-variable proof: Vaccine Distribution Planner,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
native-pharm,Vaccine Distribution Planner,close-read requirement,The Oxford Handbook of Qualitative Research,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Counterintelligence analytic-variable proof: Vaccine Distribution Planner,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
native-pharm,Vaccine Distribution Planner,counter-source or limitation,Critical Thinking Skills,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Counterintelligence analytic-variable proof: Vaccine Distribution Planner,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-pharm,Vaccine Distribution Planner,evaluation standard,"Literacy as Involvement: The Acts of Writers, Readers, and Texts",route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Counterintelligence analytic-variable proof: Vaccine Distribution Planner,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
native-pharm,Vaccine Distribution Planner,source-to-output bridge,The Oxford Handbook of Qualitative Research,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Counterintelligence analytic-variable proof: Vaccine Distribution Planner,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,counter-source or limitation,"Artificial Intelligence, Management and Trust",repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Mixed-speed Poison-RAG replay harness,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,method authority,The Palgrave Handbook of Malicious Use of AI and Psychological Security,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Mixed-speed Poison-RAG replay harness,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,source-to-output bridge,Intelligence and Information Policy for National Security: Key Terms and Concepts,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Mixed-speed Poison-RAG replay harness,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
native-portfolio-index,Full Project Catalogue,counter-source or limitation,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Full Project Catalogue,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
native-portfolio-index,Full Project Catalogue,evaluation standard,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Full Project Catalogue,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
