execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-7289099E630C,PC-F8705E127E17,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-192397625DC3,PC-F692E0DDC75B,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3FF6912C2E96,PC-D686F3313F7A,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A95BC6F1F76A,PC-8A53EE42E559,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-97134FECC8E3,PC-F5B8FFB06636,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C64C2D77E1CD,PC-F607F94D65E0,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BDDF12DCDFC2,PC-8A4C54469240,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F6BADED50435,PC-7B6410800280,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6B058A4FDE38,PC-172B6DF91A60,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C3B019A23659,PC-9C36E1292D01,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-5DA7FFA58D3B,PC-A025C43CDB0A,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-538FEE420678,PC-91AB3D79E21A,native-habitat,Volunteer Build-Day Coordination,replay transcript,instrumented proof run awaiting live capture,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-37DCC75BD547,PC-0BB0E9ECDA2F,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,instrumented proof run awaiting live capture,"Capture a live or simulated run for implementation scenario trace; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EACADC76D879,PC-4E6E9AF6FC51,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,instrumented proof run awaiting live capture,"Capture a live or simulated run for implementation scenario trace; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-0E4A4D9BADE5,PC-F68CEE026BCA,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise claim_ceiling and claim_blocked_until_capture.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-45C7E5CE1441,PC-95F8B7976C9B,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,instrumented proof run awaiting live capture,"Capture a live or simulated run for implementation scenario trace; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A02CE080BF05,PC-9B19B8BF64FD,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,instrumented proof run awaiting live capture,"Capture a live or simulated run for implementation scenario trace; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-9484AE4432E3,PC-D1FB1D76D141,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise claim_ceiling and claim_blocked_until_capture.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-A3E0147C9937,PC-5C0E58B2DB35,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,instrumented proof run awaiting live capture,"Capture a live or simulated run for implementation scenario trace; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A3EA34F9205D,PC-F24FE0EC207D,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,package-verifiable proof run,Complete the linked source passage update and revise claim_ceiling and claim_blocked_until_capture.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-87214A53D91F,PC-0DA5D912518A,native-iscproposals,Counterintelligence Surveillance Framework,implementation scenario trace,instrumented proof run awaiting live capture,"Capture a live or simulated run for implementation scenario trace; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-86956A8674D1,PC-C7554D433FE5,native-london,Colonial Archive Explorer,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EADE26899336,PC-537AEC7DF1FC,native-london,Colonial Archive Explorer,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B6810CC4A3FC,PC-F91A8FB5FA07,native-london,Colonial Archive Explorer,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C1E9E19E128A,PC-81A8AD1D84FE,native-london,Colonial Archive Explorer,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
